1.00E-10,0.000400223,0.000123042,3.64E-05,0.004150745
1.00E-09,0.000459578,0.000137895,4.05E-05,0.005123647
1.00E-08,0.000627378,0.000195921,5.71E-05,0.006141044
1.00E-07,0.001261408,0.000124405,0.000111916,0.006063321
1.00E-06,0.002169279,0.00071063,0.00021172,0.004982231
1.00E-05,0.002719625,0.000985389,0.000297337,0.00256347
1.00E-04,0.002947547,0.001198568,0.000373082,0.00100092
1.00E-03,0.002733168,0.001352809,0.000433785,0.000339074
1.00E-02,0.002514346,0.00148416,0.000610557,0.000100276
0.1,0.002341614,0.001758647,0.000713608,2.50E-05
5.00E-01,0.002026476,0.002214649,0.001111066,1.25E-05
1.00E+00,0.001672827,0.002332955,0.001404626,1.07E-05
1.50E+00,0.001467991,0.002348848,0.001567063,1.05E-05
2.00E+00,0.001235148,0.002226192,0.001640509,9.73E-06
2.50E+00,0.001067189,0.002172063,0.00173038,8.94E-06
3.00E+00,0.000958921,0.002124228,0.001580607,8.02E-06
3.50E+00,0.000846884,0.001870366,0.001525485,7.00E-06
4.00E+00,0.000786583,0.001862685,0.001574345,6.41E-06
4.50E+00,0.00071693,0.001788499,0.001719096,5.74E-06
5.00E+00,0.000666467,0.001688036,0.001729278,5.30E-06
5.50E+00,0.000627091,0.00165507,0.001712609,4.67E-06
6.00E+00,0.000580027,0.001586815,0.001684233,4.35E-06
6.50E+00,0.000547336,0.0015538,0.001679739,4.10E-06
7.00E+00,0.000491151,0.001434874,0.001647205,3.91E-06
7.50E+00,0.000462188,0.001435158,0.001732082,3.28E-06
8.00E+00,0.000417047,0.001329926,0.001637323,3.14E-06
8.50E+00,0.000385517,0.001313198,0.001629984,3.01E-06
9.00E+00,0.000328947,0.00119897,0.001544709,2.87E-06
9.50E+00,0.000319558,0.001099578,0.001482849,2.61E-06
1.00E+01,0.000313922,0.0010645,0.001492405,2.43E-06
1.05E+01,0.00030994,0.001049706,0.001449131,2.36E-06
1.10E+01,0.000296253,0.001029666,0.001419132,2.27E-06
